Hs,Tp,Direction,damp_config,heave_std,heave_max,pitch_std,pitch_max,roll_std,roll_max
2.0,4.36,0,DOFbest,0.12288474014706671,1.7121513161613808,-0.5287501811981201,6.2087092263807175,-0.9410874389078882,0.302804569517457
2.0,4.36,45,DOFbest,0.13233246596575132,-0.4196231965494598,-0.5047796368598938,-1.5620471877089908,-0.9405924116649009,0.3144043208599579
2.0,4.36,90,DOFbest,0.11731849432339157,0.03517881033402359,-0.5710952877998352,0.3485793446218355,-0.9407568070226245,0.29002225186918673
2.0,4.36,135,DOFbest,0.12859264650364743,0.18635532306458152,-0.4745490550994873,0.9510283896782881,-0.9384571595313372,0.30817537663048306
2.0,4.36,180,DOFbest,0.15115375679380222,1.874236405983135,-0.43276721239089966,7.313117295801649,-0.9416513307003511,0.3080694924968352
4.0,4.36,0,DOFbest,0.195910931485269,3.249161207606466,-0.28604596853256226,11.782710154011474,-0.9417989539738606,0.2454323001939723
4.0,4.36,45,DOFbest,0.2149404927658868,-0.8449068855232928,-0.2929612696170807,-3.4886770667085685,-0.9462378286868334,0.29308365799821545
4.0,4.36,90,DOFbest,0.1814082579802279,0.0827475543745737,-0.38405394554138184,0.6084831970230411,-0.9495902915980529,0.26735578838009993
4.0,4.36,135,DOFbest,0.20961555034370868,0.34942768700964644,-0.23588573932647705,1.6623826666164785,-0.9425476924570071,0.32437722682439596
4.0,4.36,180,DOFbest,0.25699166895303155,3.7958488035830236,-0.1463715136051178,14.744236863655203,-0.9525370861610605,0.3766107174108118
2.0,6.540000000000001,0,DOFbest,0.3271327199337156,1.9697092401284488,0.026369856670498848,7.311251357552042,-0.932358346675528,0.2951649461116708
2.0,6.540000000000001,45,DOFbest,0.36088575981364024,-0.844220487407582,0.24369753897190094,-2.9847700422939463,-0.9338663502839911,0.30119486503498555
2.0,6.540000000000001,90,DOFbest,0.3404086888210235,-0.05592510256859584,0.14077115058898926,-0.740159425823955,-0.9345122242055284,0.2844810825404674
2.0,6.540000000000001,135,DOFbest,0.3532601494817972,-0.1027119898254848,0.22915643453598022,0.2690104155555373,-0.9332921959561152,0.29833961388443875
